// _________                                    
// \_   ___ \_______  ____   ____  __ __  ______
// /    \  \/\_  __ \/  _ \ /    \|  |  \/  ___/
// \     \____|  | \(  <_> )   |  \  |  /\___ \ 
//  \______  /|__|   \____/|___|  /____//____  >
//         \/                   \/           \/  
//-----------------------------------------------
// Cronus - Banco de Dados dos Monstros
//-----------------------------------------------
//
// Estrutura do Banco de Dados:
// ID,Sprite_Name,Name1,Name2,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,ADelay,aMotion,dMotion,MEXP,ExpPer,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper
// Nota: O Sprite_Name é a Spr do monstro em seu client, use o Name1 e Name2 para mudar o nome de um monstro
// Note: Keep the Sprite_Name field as it is (in the game client). You may change Name,JName field tough

1279,TRI_JOINT,Trilobita,Trilobita,32,2300,0,386,220,1,178,206,20,5,1,48,24,10,67,20,10,12,0,4,22,0x3795,200,860,660,624,0,0,0,0,0,0,0,0,7053,100,943,380,606,200,993,160,1001,140,0,0,757,106,0,0,0,0,4308,1
1280,STEAM_GOBLIN,Goblin a Vapor,Goblin a Vapor,35,2490,0,864,495,1,234,269,20,5,1,59,32,15,75,25,10,12,1,7,44,0x91,200,1008,1008,528,0,0,0,0,0,0,0,0,911,2500,7053,4000,998,300,999,55,1003,320,0,0,757,124,744,2,0,0,4156,1
1281,SAGEWORM,Verme Sábio,Verme Sábio,43,3850,0,1155,1320,1,120,280,0,50,1,52,24,88,79,55,10,12,0,2,60,0x91,200,936,936,288,0,0,0,0,0,0,0,0,912,1200,1097,1000,1055,3000,2241,5,505,40,512,1000,5012,1,1550,15,0,0,4219,1
1282,KOBOLD_ARCHER,Kobold Arqueiro,Kobold Arqueiro,33,2560,0,739,455,9,155,185,10,5,1,20,15,30,100,25,10,12,0,7,23,0x2085,200,1008,1008,384,0,0,0,0,0,0,0,0,912,250,999,60,1034,5000,0,0,1763,2000,1711,5,756,79,0,0,0,0,4292,1
1283,CHIMERA,Quimera,Quimera,70,32600,0,4950,3000,1,1200,1320,30,10,1,72,110,88,75,85,10,12,2,2,63,0x37B5,200,772,672,360,0,0,0,0,0,0,0,0,7054,5500,1048,2500,657,500,1306,1,504,560,1364,1,984,160,7298,2500,0,0,4300,1
1284,HUGELING,Hugeling,Hugeling,1,5000,0,2,1,4,7,10,0,0,1,1,1,1,6,1,10,12,2,3,21,,200,1872,672,480,0,0,0,0,0,0,0,0,512,8000,512,8000,512,8000,512,8000,512,8000,512,8000,512,8000,512,8000,0,0,4001,10
1285,ARCHER_GUARDIAN,Arqueiro Guardião,Arqueiro Guardião,74,28634,0,1,1,12,1120,1600,35,60,1,80,80,90,165,55,14,16,2,7,80,0x20A5,265,1200,1200,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,KNIGHT_GUARDIAN,Cavaleiro Guardião,Cavaleiro Guardião,86,30214,0,1,1,2,1280,1560,55,30,1,40,140,65,125,65,14,16,2,7,80,0x20A5,275,1200,1200,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,SOLDIER_GUARDIAN,Soldado Guardião,Soldado Guardião,56,15670,0,1,1,1,873,1036,35,0,1,56,100,45,103,43,10,12,0,4,22,0x21A5,265,1288,288,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,EMPERIUM,Emperium,Emperium,90,68430,0,109,71,1,60,71,40,50,1,17,80,50,26,20,10,12,0,8,26,0x120,300,1288,288,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,MAYA_PUPLE,Maya Macho,Maya Macho,81,54331,0,10496,3893,2,1446,1999,68,48,1,90,80,95,90,119,10,12,2,4,82,0x37B5,100,1024,1000,480,0,0,0,0,0,0,0,0,7053,4550,757,250,756,300,969,100,984,150,985,100,639,50,10006,1,0,0,4198,1
1290,SKELETON_GENERAL,Esqueleto General,Esqueleto General,73,17043,0,8170,3370,1,910,1089,25,25,1,25,40,20,77,25,10,12,1,1,29,0x3695,150,2276,576,432,0,0,0,0,0,0,0,0,7068,2550,756,160,503,800,1220,35,1219,80,1222,3,0,0,2274,1,0,0,4221,1
1291,WRAITH_DEAD,Aparição,Aparição,74,42131,0,10341,3618,2,1366,1626,25,30,1,99,55,95,115,45,10,12,2,1,89,0x3695,175,1816,576,240,0,0,0,0,0,0,0,0,1059,4550,2206,10,2506,8,716,700,732,5,717,850,657,150,603,100,0,0,4189,1
1292,MINI_DEMON,Mini Demônio,Mini Demônio,68,31865,0,8396,3722,1,1073,1415,30,25,1,75,40,55,89,42,10,12,0,6,27,1685,150,1000,600,384,0,0,0,0,0,0,0,0,1038,4550,1039,450,2255,3,757,160,912,2500,1009,10,1410,3,0,0,0,0,4204,1
1293,CREMY_FEAR,Creamy Ameaçador,Creamy Ameaçador,62,13109,0,7365,2691,2,667,830,45,30,1,40,16,15,68,55,10,12,0,4,24,0x3795,155,1136,720,840,0,0,0,0,0,0,0,0,924,4550,2333,10,518,550,602,200,1550,8,1611,8,522,50,7053,1800,0,0,4298,1
1294,KILLER_MANTIS,Mantis Assassino,Mantis Assassino,56,12911,0,6509,2366,1,764,927,35,20,1,26,24,5,75,40,10,12,1,4,22,0x3795,175,1528,660,432,0,0,0,0,0,0,0,0,1031,4550,943,2500,721,10,504,5,656,25,2224,3,2108,1,7053,2500,0,0,4301,1
1295,OWL_BARON,Barão Coruja,Barão Coruja,75,59489,0,10967,4811,2,1252,1609,65,25,1,25,80,95,95,55,10,12,2,6,60,0x37B5,175,1345,824,440,0,0,0,0,0,0,0,0,7071,3500,7063,2500,1716,2,1472,1,1402,25,1514,10,5045,5,7054,2500,0,0,4238,1
1296,KOBOLD_LEADER,Líder Kobold,Líder Kobold,65,17935,0,7432,2713,1,649,957,37,37,1,90,36,30,77,59,10,12,1,7,44,0x3695,150,1028,528,360,0,0,0,0,0,0,0,0,999,450,1034,6500,912,1200,1511,6,1613,2,525,150,526,100,7053,1500,0,0,4291,1
1297,ANCIENT_MUMMY,Múmia Anciã,Múmia Anciã,64,40599,0,8040,3499,1,836,1129,27,27,1,19,32,5,83,35,10,12,1,1,49,0x3695,175,1772,120,384,0,0,0,0,0,0,0,0,930,4550,934,1800,2624,1,2611,150,503,350,756,150,757,100,7053,2500,0,0,4248,1
1298,ZOMBIE_MASTER,Zumbi Mestre,Zumbi Mestre,62,13917,0,7610,2826,1,824,1084,37,26,1,20,30,5,77,35,10,12,1,1,29,0x3695,175,2612,912,288,0,0,0,0,0,0,0,0,7071,4550,938,1500,958,1500,723,200,727,100,1260,1,2324,2,2627,2,0,0,4274,1
1299,GOBLIN_LEADER,Líder Goblin,Líder Goblin,64,19735,0,6036,2184,1,663,753,48,16,1,55,37,30,69,58,10,12,1,8,24,0x3695,120,1120,620,240,0,0,0,0,0,0,0,0,998,1200,999,800,756,120,0,0,2106,2,503,650,2611,240,7054,1500,5090,5,4155,1
1300,CATERPILLAR,Lagarta,Lagarta,64,14140,0,6272,3107,1,895,1448,47,29,1,25,85,15,69,45,10,12,0,4,22,0x3795,300,1672,672,480,0,0,0,0,0,0,0,0,949,3000,7054,5500,2227,20,1000,100,997,50,501,1000,502,500,505,12,0,0,4289,1
1301,AM_MUT,Am Mut,Am Mut,61,11848,0,7709,2690,1,1041,1123,50,10,1,65,40,35,83,45,10,12,0,6,27,0x3795,200,1156,456,384,0,0,0,0,0,0,0,0,1021,4550,757,250,1517,3,969,5,2282,1,912,1200,746,250,616,1,0,0,4245,1
1302,DARK_ILLUSION,Ilusão das Trevas,Ilusão das Trevas,77,101487,0,11163,4181,2,1300,1982,64,70,1,100,40,100,97,40,10,12,2,6,89,0x37B5,145,1024,768,480,0,0,0,0,0,0,0,0,1615,3,5017,2,2508,3,7054,5500,522,120,504,550,1162,2,7053,2500,0,0,4169,1
1303,GIANT_HONET,Zangão Gigante,Zangão Gigante,56,12834,0,5785,2006,1,650,851,38,43,1,38,32,10,71,64,10,12,0,4,24,0x3795,155,1292,792,340,0,0,0,0,0,0,0,0,526,550,518,1200,522,12,610,15,1608,3,722,20,2627,1,516,3500,0,0,4271,1
1304,GIANT_SPIDER,Aranha Gigante,Aranha Gigante,55,11628,0,6211,2146,1,625,802,41,28,1,36,43,5,73,69,10,12,2,4,25,0x3795,165,1468,468,768,0,0,0,0,0,0,0,0,1025,4550,1042,1200,757,140,525,450,943,1200,1096,680,7053,800,7054,800,0,0,4270,1
1305,ANCIENT_WORM,Verme Ancião,Verme Ancião,67,22598,0,8174,3782,1,947,1115,35,30,1,35,56,55,81,72,10,12,2,4,25,0x3795,165,1792,792,336,0,0,0,0,0,0,0,0,1042,4550,912,2500,2406,1,719,15,1096,680,938,3500,7054,2500,7053,2500,0,0,4249,1
1306,LEIB_OLMAI,Leib Olmai,Leib Olmai,58,24223,0,6011,2171,1,740,1390,27,31,1,35,95,5,64,85,10,12,2,2,22,0x3695,175,1260,230,192,0,0,0,0,0,0,0,0,948,4550,2289,8,740,120,518,500,526,1,969,5,7053,800,0,0,0,0,4188,1
1307,CAT_O_NINE_TAIL,Gato de Nove Caudas,Gato de Nove Caudas,76,64512,0,10869,4283,1,1112,1275,61,55,1,75,55,82,86,120,10,12,1,6,63,0x37B5,155,1276,576,288,0,0,0,0,0,0,0,0,5008,1,638,150,10008,5,985,600,984,800,969,6,617,1,7054,5500,0,0,4290,1
1308,PANZER_GOBLIN,Panzer Goblin,Panzer Goblin,59,13838,0,7212,2697,1,682,877,41,28,1,60,40,20,81,160,10,12,1,7,44,0x3695,200,960,1008,840,0,0,0,0,0,0,0,0,7053,4550,7054,3500,999,180,998,360,1003,580,744,800,994,160,0,0,0,0,4310,1
1309,GAJOMART,Gajomart,Gajomart,63,13699,0,6625,2900,1,916,948,85,50,1,34,10,5,75,140,10,12,0,0,83,0x3695,300,1000,1152,828,0,0,0,0,0,0,0,0,953,6500,912,2300,503,870,2279,8,1752,10000,999,640,994,180,0,0,0,0,4151,1
1310,MAJORUROS,Majoruros,Majoruros,66,57991,0,8525,3799,1,781,1301,10,25,1,50,75,50,85,48,10,12,2,2,43,0x3695,250,1100,960,780,0,0,0,0,0,0,0,0,941,4550,1361,4,657,300,984,16,504,850,2611,160,2607,1,1000,250,0,0,4201,1
1311,GULLINBURSTI,Gullinbursti,Gullinbursti,62,21331,0,5814,2376,1,699,1431,10,15,1,25,60,5,70,45,10,12,2,2,42,0x3695,150,1960,960,384,0,0,0,0,0,0,0,0,1028,3500,656,290,702,6,2276,1,605,15,2627,1,912,160,0,0,0,0,4164,1
1312,TURTLE_GENERAL,General Tartaruga,General Tartaruga,97,320700,0,18202,9800,1,2438,3479,50,54,1,45,55,65,105,164,10,12,2,2,42,0x37B5,200,900,1000,500,39805,5000,967,5500,607,1500,617,2000,1529,8,1306,5,0,0,1417,9,7070,5500,0,0,912,5500,658,1,0,0,4305,1
1313,MOBSTER,Yakuza,Yakuza,61,11347,0,4424,1688,1,910,1128,41,37,1,46,20,35,76,55,10,12,1,7,20,0x3695,250,1100,560,580,0,0,0,0,0,0,0,0,1239,3,2601,2,2621,1,716,600,912,2500,525,450,505,60,726,4700,0,0,4317,1
1314,PERMETER,Batedor,Batedor,63,8228,0,3756,1955,2,943,1212,46,45,1,59,60,5,69,100,10,12,1,2,40,0x91,250,1100,483,528,0,0,0,0,0,0,0,0,967,4550,7070,45,1019,1240,501,2450,912,1240,522,25,605,1,1519,1,0,0,4311,1
1315,ASSULTER,Agressor,Agressor,71,15861,0,4854,2654,2,764,1499,35,28,1,74,10,35,100,100,10,12,1,7,44,0x3695,155,1000,900,432,0,0,0,0,0,0,0,0,967,4550,7069,1200,7072,840,503,1280,912,1240,522,45,603,1,0,0,0,0,4246,1
1316,SOLIDER,Soldado,Soldado,70,12099,0,4458,1951,2,796,978,57,43,1,35,85,5,74,100,10,12,1,2,42,0x91,250,1452,483,528,0,0,0,0,0,0,0,0,967,4550,7070,64,7067,850,502,2100,912,1240,518,850,1519,1,0,0,0,0,4220,1
1317,FUR_SEAL,Foca,Foca,63,9114,0,3765,1824,1,845,1202,25,33,1,28,22,15,69,84,10,12,1,2,21,0x3885,250,1612,622,583,0,0,0,0,0,0,0,0,912,4500,510,250,2310,5,7053,1200,1452,1,525,200,746,120,0,0,0,0,4312,1
1318,HEATER,Aquecedor,Aquecedor,68,11020,0,3766,2359,2,682,1007,40,42,1,47,25,5,71,100,10,12,1,2,43,0x3695,250,1452,483,528,0,0,0,0,0,0,0,0,967,4550,7070,750,501,2400,912,1640,526,140,7054,600,1505,2,7068,1250,697,100,4331,1
1319,FREEZER,Congelador,Congelador,72,8636,0,3665,2197,1,672,984,55,43,1,41,59,5,67,100,10,12,1,2,41,0x3695,250,1452,483,528,0,0,0,0,0,0,0,0,967,4550,7070,850,7066,1250,912,1800,526,160,7053,600,1504,5,0,0,0,0,4319,1
1320,OWL_DUKE,Duque Coruja,Duque Coruja,75,26623,0,7217,3474,1,715,910,27,49,1,45,40,75,79,88,10,12,2,6,60,0x37B5,195,1345,824,440,0,0,0,0,0,0,0,0,7071,4550,7063,1500,1714,1,747,1,1451,3,1513,2,5045,1,7054,1500,693,250,4237,1
1321,DRAGON_TAIL,Lavadeira,Lavadeira,61,8368,0,3587,1453,1,520,715,25,19,1,68,15,5,67,67,10,12,1,4,44,0x3795,175,862,534,312,0,0,0,0,0,0,0,0,7064,4550,1096,400,943,800,2207,8,2226,2,601,300,602,150,0,0,0,0,4178,1
1322,SPRING_RABBIT,Coelho,Coelho,58,9045,0,3982,1766,1,585,813,29,21,1,61,5,15,77,90,10,12,1,2,42,0x83,160,1120,552,511,0,0,0,0,0,0,0,0,7054,3500,7053,2500,949,2500,511,800,508,800,510,200,509,800,0,0,0,0,4227,1
1323,SEE_OTTER,Lontra,Lontra,59,9999,0,3048,1642,1,650,813,33,35,1,36,40,25,82,65,10,12,1,2,61,0x3885,190,1132,583,532,0,0,0,0,0,0,0,0,722,150,965,5500,7065,4500,725,50,726,50,746,650,7053,1200,0,0,0,0,4326,1
1324,TREASURE_BOX1,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,732,8000,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1325,TREASURE_BOX2,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,7073,8,658,500,604,10000,984,5000,985,7500,1239,1500,2252,75,1165,8,0,0,0,0
1326,TREASURE_BOX3,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,732,8000,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1327,TREASURE_BOX4,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,7074,8,658,500,604,10000,984,5000,985,7500,2108,1000,1306,75,5022,8,0,0,0,0
1328,TREASURE_BOX5,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,732,8000,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1329,TREASURE_BOX6,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,7075,8,658,500,604,10000,984,5000,985,7500,2102,834,5019,100,5002,9,0,0,0,0
1330,TREASURE_BOX7,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,732,8000,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1331,TREASURE_BOX8,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,7076,8,658,500,604,10000,984,5000,985,7500,2616,500,2334,125,2622,9,0,0,0,0
1332,TREASURE_BOX9,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,732,8000,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1333,TREASURE_BOX10,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,7077,8,658,500,604,10000,984,5000,985,7500,2104,500,2331,150,2623,10,0,0,0,0
1334,TREASURE_BOX11,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,732,8000,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1335,TREASURE_BOX12,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,7078,8,658,500,604,10000,984,5000,985,7500,2270,500,1716,150,2256,10,0,0,0,0
1336,TREASURE_BOX13,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,732,8000,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1337,TREASURE_BOX14,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,7079,8,658,500,604,10000,984,5000,985,7500,1238,375,1531,150,2318,10,0,0,0,0
1338,TREASURE_BOX15,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,732,8000,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1339,TREASURE_BOX16,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,7080,8,658,500,604,10000,984,5000,985,7500,2626,300,1472,167,2327,10,0,0,0,0
1340,TREASURE_BOX17,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,732,8000,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1341,TREASURE_BOX18,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,7081,8,658,500,604,10000,984,5000,985,7500,1143,250,1237,188,2235,12,0,0,0,0
1342,TREASURE_BOX19,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,732,8000,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1343,TREASURE_BOX20,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,7082,8,658,500,604,10000,984,5000,985,7500,617,250,1229,188,5007,19,0,0,0,0
1344,TREASURE_BOX21,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,732,8000,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1345,TREASURE_BOX22,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,7083,8,658,500,604,10000,984,5000,985,7500,2508,1000,2336,69,2621,20,0,0,0,0
1346,TREASURE_BOX23,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,732,8000,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1347,TREASURE_BOX24,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,7084,8,658,500,604,10000,984,5000,985,7500,2106,1000,1164,50,5025,24,0,0,0,0
1348,TREASURE_BOX25,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,732,8000,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1349,TREASURE_BOX26,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,7085,8,658,500,604,10000,984,5000,985,7500,2231,750,2624,46,2286,25,0,0,0,0
1350,TREASURE_BOX27,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,732,8000,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1351,TREASURE_BOX28,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,7086,8,658,500,604,10000,984,5000,985,7500,2283,500,2615,41,2234,32,0,0,0,0
1352,TREASURE_BOX29,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,732,8000,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1353,TREASURE_BOX30,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,7087,8,658,500,604,10000,984,5000,985,7500,2507,500,2625,38,5045,34,0,0,0,0
1354,TREASURE_BOX31,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,732,8000,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1355,TREASURE_BOX32,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,7088,8,658,500,604,10000,984,5000,985,7500,2407,429,2269,250,2317,35,0,0,0,0
1356,TREASURE_BOX33,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,732,8000,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1357,TREASURE_BOX34,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,7089,8,658,500,604,10000,984,5000,985,7500,2109,300,2406,273,2258,38,0,0,0,0
1358,TREASURE_BOX35,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,732,8000,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1359,TREASURE_BOX36,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,7090,8,658,500,604,10000,984,5000,985,7500,1142,215,2255,60,5017,38,0,0,0,0
1360,TREASURE_BOX37,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,732,8000,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1361,TREASURE_BOX38,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,7091,8,658,500,604,10000,984,5000,985,7500,1417,50,5053,50,2229,50,0,0,0,0
1362,TREASURE_BOX39,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,732,8000,608,3000,607,2500,2504,800,2404,800,2315,800,2104,800,616,1000,0,0,0,0
1363,TREASURE_BOX40,Baú do Tesouro,Baú do Tesouro,99,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0x120,1,1,1,1,0,0,0,0,0,0,0,0,7092,8,658,500,604,10000,984,5000,985,7500,2506,43,2254,43,1529,38,0,0,0,0
1364,G_ASSAULTER,Agressor,Agressor,59,18251,0,0,0,2,195,227,35,36,85,55,10,35,145,100,10,12,1,7,44,0x3795,155,1000,900,432,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,APOCALYPSE,Apocalípse,Apocalípse,66,22680,0,6540,4935,2,1030,1370,62,49,1,48,120,108,66,85,10,12,2,0,60,0x91,400,1564,864,576,0,0,0,0,0,0,0,0,7095,5500,7094,2400,7093,2200,985,5,757,15,2506,20,7289,2500,0,0,0,0,4242,1
1366,LAVA_GOLEM,Golem de Lava,Golem de Lava,77,24324,0,6470,3879,1,1541,2049,65,50,1,57,115,70,76,68,10,12,2,0,83,0x3095,400,1564,864,576,0,0,0,0,0,0,0,0,7096,5000,7097,3800,2317,1,2316,2,504,2500,0,0,0,0,0,0,0,0,4184,1
1367,BLAZZER,Labareda,Labareda,43,8252,0,3173,1871,2,533,709,50,40,1,52,50,39,69,40,10,12,0,6,43,0x3395,180,1564,864,576,0,0,0,0,0,0,0,0,7097,5500,7098,3700,504,4000,0,0,0,0,0,0,0,0,0,0,0,0,4215,1
